vendor,scanner_type,cidr,source_url,last_verified,confidence
Detectify,attack_surface_scanning,52.208.235.127/32,https://detectify.com/,2026-06,high
Detectify,attack_surface_scanning,54.73.182.190/32,https://detectify.com/,2026-06,high
Detectify,attack_surface_scanning,63.32.130.39/32,https://detectify.com/,2026-06,high
Bitsight,attack_surface_scanning,109.105.208.0/21,https://www.bitsight.com/,2026-06,high
Bitsight,attack_surface_scanning,185.117.225.0/24,https://www.bitsight.com/,2026-06,high
Bitsight,attack_surface_scanning,185.180.140.0/22,https://www.bitsight.com/,2026-06,high
Bitsight,attack_surface_scanning,185.226.196.0/22,https://www.bitsight.com/,2026-06,high
Bitsight,attack_surface_scanning,45.156.128.0/22,https://www.bitsight.com/,2026-06,high
Netlas,internet_scanning,93.123.109.120/32,https://netlas.io/,2026-06,high
Netlas,internet_scanning,93.123.109.121/32,https://netlas.io/,2026-06,high
Netlas,internet_scanning,93.123.109.122/32,https://netlas.io/,2026-06,high
Netlas,internet_scanning,93.123.109.123/32,https://netlas.io/,2026-06,high
Netlas,internet_scanning,93.123.109.124/32,https://netlas.io/,2026-06,high
Netlas,internet_scanning,93.123.109.125/32,https://netlas.io/,2026-06,high
Netlas,internet_scanning,93.123.109.17/32,https://netlas.io/,2026-06,high
Netlas,internet_scanning,93.123.109.18/32,https://netlas.io/,2026-06,high
Netlas,internet_scanning,93.123.109.19/32,https://netlas.io/,2026-06,high
Netlas,internet_scanning,93.123.109.20/32,https://netlas.io/,2026-06,high
Netlas,internet_scanning,93.123.109.21/32,https://netlas.io/,2026-06,high
Netlas,internet_scanning,93.123.109.219/32,https://netlas.io/,2026-06,high
Netlas,internet_scanning,93.123.109.22/32,https://netlas.io/,2026-06,high
Netlas,internet_scanning,93.123.109.23/32,https://netlas.io/,2026-06,high
Netlas,internet_scanning,93.123.109.24/32,https://netlas.io/,2026-06,high
Netlas,internet_scanning,93.123.109.25/32,https://netlas.io/,2026-06,high
Netlas,internet_scanning,93.123.109.26/32,https://netlas.io/,2026-06,high
Netlas,internet_scanning,93.123.109.27/32,https://netlas.io/,2026-06,high
Netlas,internet_scanning,93.123.109.28/32,https://netlas.io/,2026-06,high
Netlas,internet_scanning,93.123.109.29/32,https://netlas.io/,2026-06,high
Netlas,internet_scanning,93.123.109.30/32,https://netlas.io/,2026-06,high
Netlas,internet_scanning,93.123.109.31/32,https://netlas.io/,2026-06,high
Netlas,internet_scanning,93.123.109.32/32,https://netlas.io/,2026-06,high
Netlas,internet_scanning,93.123.109.33/32,https://netlas.io/,2026-06,high
Netlas,internet_scanning,93.123.109.34/32,https://netlas.io/,2026-06,high
Netlas,internet_scanning,93.123.109.35/32,https://netlas.io/,2026-06,high
Netlas,internet_scanning,93.123.109.36/32,https://netlas.io/,2026-06,high
Netlas,internet_scanning,93.123.109.37/32,https://netlas.io/,2026-06,high
Netlas,internet_scanning,93.123.109.39/32,https://netlas.io/,2026-06,high
Netlas,internet_scanning,93.123.109.40/32,https://netlas.io/,2026-06,high
Netlas,internet_scanning,93.123.109.41/32,https://netlas.io/,2026-06,high
ZoomEye,internet_scanning,148.153.188.246/32,https://www.zoomeye.ai/,2026-06,medium
ZoomEye,internet_scanning,148.153.188.254/32,https://www.zoomeye.ai/,2026-06,medium
ZoomEye,internet_scanning,148.153.189.62/32,https://www.zoomeye.ai/,2026-06,medium
ZoomEye,internet_scanning,148.153.56.170/32,https://www.zoomeye.ai/,2026-06,medium
ZoomEye,internet_scanning,148.153.56.174/32,https://www.zoomeye.ai/,2026-06,medium
ZoomEye,internet_scanning,150.107.36.236/32,https://www.zoomeye.ai/,2026-06,medium
ZoomEye,internet_scanning,150.107.38.251/32,https://www.zoomeye.ai/,2026-06,medium
ZoomEye,internet_scanning,152.32.142.86/32,https://www.zoomeye.ai/,2026-06,medium
ZoomEye,internet_scanning,154.197.56.163/32,https://www.zoomeye.ai/,2026-06,medium
ZoomEye,internet_scanning,165.154.163.10/32,https://www.zoomeye.ai/,2026-06,medium
ZoomEye,internet_scanning,165.154.23.177/32,https://www.zoomeye.ai/,2026-06,medium
ZoomEye,internet_scanning,222.186.13.130/32,https://www.zoomeye.ai/,2026-06,medium
ZoomEye,internet_scanning,36.156.22.4/32,https://www.zoomeye.ai/,2026-06,medium
Criminal IP,internet_scanning,185.242.226.0/24,https://www.criminalip.io/,2026-06,medium
Tenable ASM,attack_surface_scanning,13.115.104.128/25,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,13.210.1.64/26,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,13.213.79.0/24,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,13.56.21.128/25,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,13.59.252.0/25,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,15.200.117.191/32,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,15.228.125.0/24,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,154.53.40.98/32,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,162.159.129.83/32,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,162.159.130.83/32,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,162.159.140.26/32,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,164.68.102.233/32,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,172.65.64.208/30,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,172.66.0.26/32,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,18.116.198.0/24,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,18.139.204.0/25,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,18.168.180.128/25,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,18.168.224.128/25,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,18.194.95.64/26,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,207.244.234.126/32,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,207.244.235.11/32,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,207.244.236.30/32,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,207.244.249.143/32,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,207.244.251.12/32,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,207.244.251.14/32,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,207.244.251.16/32,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,209.126.151.114/31,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,209.126.151.116/30,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,209.126.151.120/30,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,209.126.151.124/31,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,209.126.86.45/32,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,209.126.86.46/32,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,209.126.87.112/32,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,209.126.87.66/32,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,209.126.87.68/32,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,209.126.87.70/32,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,209.126.87.72/31,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,209.145.53.57/32,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,209.145.58.124/32,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,209.145.59.230/32,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,3.101.216.104/30,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,3.101.216.108/31,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,3.101.216.111/32,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,3.101.216.114/32,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,3.101.216.119/32,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,3.101.216.120/30,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,3.101.216.124/31,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,3.101.216.126/32,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,3.101.216.65/32,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,3.101.216.66/31,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,3.101.216.68/30,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,3.101.216.72/29,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,3.101.216.80/31,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,3.101.216.82/32,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,3.101.216.88/29,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,3.101.216.96/29,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,3.101.226.128/26,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,3.101.230.128/25,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,3.101.239.64/26,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,3.101.240.0/25,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,3.101.240.128/26,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,3.106.118.128/25,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,3.108.37.0/24,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,3.124.123.128/25,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,3.132.217.0/25,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,3.251.224.0/24,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,3.26.100.0/24,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,3.31.100.0/24,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,3.32.43.0/27,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,3.42.1.0/26,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,3.42.1.64/30,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,3.42.1.68/31,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,3.67.7.128/25,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,3.9.159.128/25,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,3.98.92.0/25,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,34.201.223.128/25,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,34.223.64.0/25,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,35.177.219.0/26,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,35.182.14.64/26,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,35.73.219.128/25,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,35.82.51.128/25,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,35.86.126.0/24,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,35.93.174.0/24,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,44.192.244.0/24,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,44.206.3.0/24,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,44.242.181.128/25,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,51.112.93.0/24,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,52.61.37.84/32,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,54.175.125.192/26,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,54.255.254.0/26,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,54.93.254.128/26,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
Tenable ASM,attack_surface_scanning,66.94.119.243/32,https://www.tenable.com/products/tenable-io/exposure-management,2026-06,high
CrowdStrike Falcon Surface,attack_surface_scanning,18.97.19.128/25,https://www.crowdstrike.com/platform/exposure-management/falcon-surface/,2026-06,high
CrowdStrike Falcon Surface,attack_surface_scanning,18.97.26.0/24,https://www.crowdstrike.com/platform/exposure-management/falcon-surface/,2026-06,high
CrowdStrike Falcon Surface,attack_surface_scanning,18.97.5.0/25,https://www.crowdstrike.com/platform/exposure-management/falcon-surface/,2026-06,high
CrowdStrike Falcon Surface,attack_surface_scanning,44.220.185.0/24,https://www.crowdstrike.com/platform/exposure-management/falcon-surface/,2026-06,high
CrowdStrike Falcon Surface,attack_surface_scanning,44.220.188.0/24,https://www.crowdstrike.com/platform/exposure-management/falcon-surface/,2026-06,high
CrowdStrike Falcon Surface,attack_surface_scanning,98.80.4.0/25,https://www.crowdstrike.com/platform/exposure-management/falcon-surface/,2026-06,high
Hadrian,attack_surface_scanning,145.220.91.19/32,https://hadrian.io/,2026-06,high
Intruder,attack_surface_scanning,18.98.162.96/29,https://www.intruder.io/,2026-06,high
Intruder,attack_surface_scanning,64.52.19.0/24,https://www.intruder.io/,2026-06,high
The Shadowserver Foundation,internet_measurement,184.105.139.64/26,https://www.shadowserver.org/what-we-do/data-collection/,2026-06,medium
The Shadowserver Foundation,internet_measurement,184.105.247.192/26,https://www.shadowserver.org/what-we-do/data-collection/,2026-06,medium
The Shadowserver Foundation,internet_measurement,216.218.206.64/26,https://www.shadowserver.org/what-we-do/data-collection/,2026-06,medium
The Shadowserver Foundation,internet_measurement,64.62.156.0/24,https://www.shadowserver.org/what-we-do/data-collection/,2026-06,medium
The Shadowserver Foundation,internet_measurement,64.62.195.152/29,https://www.shadowserver.org/what-we-do/data-collection/,2026-06,medium
The Shadowserver Foundation,internet_measurement,64.62.197.0/24,https://www.shadowserver.org/what-we-do/data-collection/,2026-06,medium
The Shadowserver Foundation,internet_measurement,65.49.1.0/24,https://www.shadowserver.org/what-we-do/data-collection/,2026-06,medium
The Shadowserver Foundation,internet_measurement,65.49.20.64/26,https://www.shadowserver.org/what-we-do/data-collection/,2026-06,medium
The Shadowserver Foundation,internet_measurement,74.82.47.0/26,https://www.shadowserver.org/what-we-do/data-collection/,2026-06,medium
Recorded Future,attack_surface_scanning,13.219.121.241/32,https://www.recordedfuture.com/,2026-06,medium
Recorded Future,attack_surface_scanning,18.235.110.182/32,https://www.recordedfuture.com/,2026-06,medium
Recorded Future,attack_surface_scanning,3.233.59.216/32,https://www.recordedfuture.com/,2026-06,medium
Recorded Future,attack_surface_scanning,54.86.115.253/32,https://www.recordedfuture.com/,2026-06,medium
Recorded Future,attack_surface_scanning,98.84.1.175/32,https://www.recordedfuture.com/,2026-06,medium
Recorded Future,attack_surface_scanning,98.88.137.2/32,https://www.recordedfuture.com/,2026-06,medium
SecurityTrails (Recorded Future),internet_scanning,144.202.82.88/32,https://securitytrails.com/,2026-06,medium
Shodan,internet_scanning,198.20.69.0/24,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,198.20.70.0/24,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,198.20.87.0/24,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,198.20.99.0/24,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,71.6.146.0/24,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,71.6.147.0/24,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Shodan,internet_scanning,71.6.158.0/24,https://book.shodan.io/enterprise/database-files/internet-scanners/,2026-06,high
Stretchoid,internet_scanning,,https://stretchoid.com/,2026-06,dynamic
hunter.how,internet_scanning,,https://hunter.how/,2026-06,dynamic
FOFA,internet_scanning,,https://fofa.info/,2026-06,dynamic
